[Sun May 07 20:30:40.213956 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Sun May 07 20:30:40.214934 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Sun May 07 20:47:10.787531 2023] [mpm_prefork:notice] [pid 1] AH00169: caught SIGTERM, shutting down
[Tue May 09 18:58:11.198877 2023] [php:warn] [pid 21] [client 172.18.0.1:53280] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:58:20.769979 2023] [php:warn] [pid 23] [client 172.18.0.1:53264] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:58:20.770510 2023] [php:warn] [pid 23] [client 172.18.0.1:53264] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:58:20.770927 2023] [php:warn] [pid 23] [client 172.18.0.1:53264] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:58:29.991515 2023] [php:warn] [pid 18] [client 172.18.0.1:53286] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:154) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:58:29.992103 2023] [php:warn] [pid 18] [client 172.18.0.1:53286] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:58:29.992600 2023] [php:warn] [pid 18] [client 172.18.0.1:53286] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:58:29.992968 2023] [php:warn] [pid 18] [client 172.18.0.1:53286] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:59:20.937358 2023] [php:warn] [pid 17] [client 172.18.0.1:47074] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:154) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:59:20.938042 2023] [php:warn] [pid 17] [client 172.18.0.1:47074] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:59:20.938679 2023] [php:warn] [pid 17] [client 172.18.0.1:47074] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:59:20.939041 2023] [php:warn] [pid 17] [client 172.18.0.1:47074] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:59:25.382801 2023] [php:warn] [pid 17] [client 172.18.0.1:47074] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:154) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:59:25.383403 2023] [php:warn] [pid 17] [client 172.18.0.1:47074] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:59:25.383988 2023] [php:warn] [pid 17] [client 172.18.0.1:47074] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 18:59:25.384469 2023] [php:warn] [pid 17] [client 172.18.0.1:47074] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:01:35.735796 2023] [php:error] [pid 19] [client 172.18.0.1:53514] PHP Fatal error:  Uncaught TypeError: strlen(): Argument #1 ($str) must be of type string, array given in /var/www/html/Praktikum/Prak2/Bestellung.php:140\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(198): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(209): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 140, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:01:39.229766 2023] [php:error] [pid 19] [client 172.18.0.1:53514] PHP Fatal error:  Uncaught TypeError: strlen(): Argument #1 ($str) must be of type string, array given in /var/www/html/Praktikum/Prak2/Bestellung.php:140\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(198): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(209): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 140, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:02:21.987261 2023] [php:warn] [pid 22] [client 172.18.0.1:53522] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:159) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:02:21.987966 2023] [php:warn] [pid 22] [client 172.18.0.1:53522] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:02:21.988602 2023] [php:warn] [pid 22] [client 172.18.0.1:53522] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:02:21.989115 2023] [php:warn] [pid 22] [client 172.18.0.1:53522] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:08:00.169802 2023] [php:warn] [pid 23] [client 172.18.0.1:56092] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:159) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:08:00.170265 2023] [php:warn] [pid 23] [client 172.18.0.1:56092] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:08:00.170785 2023] [php:warn] [pid 23] [client 172.18.0.1:56092] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:08:00.171318 2023] [php:warn] [pid 23] [client 172.18.0.1:56092] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:08:06.635805 2023] [php:warn] [pid 18] [client 172.18.0.1:56088] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:159) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:08:06.636423 2023] [php:warn] [pid 18] [client 172.18.0.1:56088] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:08:06.636821 2023] [php:warn] [pid 18] [client 172.18.0.1:56088] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:08:06.637168 2023] [php:warn] [pid 18] [client 172.18.0.1:56088] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:10:38.260969 2023] [php:warn] [pid 20] [client 172.18.0.1:48954] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:159) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:10:38.261572 2023] [php:warn] [pid 20] [client 172.18.0.1:48954] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:10:38.262093 2023] [php:warn] [pid 20] [client 172.18.0.1:48954] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:10:38.262462 2023] [php:warn] [pid 20] [client 172.18.0.1:48954] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:13:24.140747 2023] [php:warn] [pid 17] [client 172.18.0.1:34558] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:159) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:13:24.141460 2023] [php:warn] [pid 17] [client 172.18.0.1:34558] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:13:24.142024 2023] [php:warn] [pid 17] [client 172.18.0.1:34558] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:13:24.142580 2023] [php:warn] [pid 17] [client 172.18.0.1:34558] PHP Warning:  Undefined array key "id" in /var/www/html/Praktikum/Prak2/Bestellung.php on line 109, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:14:29.445493 2023] [php:warn] [pid 19] [client 172.18.0.1:40764] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:159) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:14:56.023912 2023] [php:warn] [pid 21] [client 172.18.0.1:40778] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:159) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:15:35.293752 2023] [php:warn] [pid 18] [client 172.18.0.1:50432] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:159) in /var/www/html/Praktikum/Prak2/Bestellung.php on line 202, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Tue May 09 19:27:19.775301 2023] [php:warn] [pid 20] [client 172.18.0.1:59840] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:159) in /var/www/html/Praktikum/Prak2/Bestellung.php on line 196, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 10:17:43.422996 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Thu May 11 10:17:43.426349 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Thu May 11 10:42:52.532520 2023] [php:error] [pid 20] [client 172.18.0.1:47856] PHP Fatal error:  Uncaught Error: Object of class mysqli_result could not be converted to string in /var/www/html/Praktikum/Prak2/Bestellung.php:163\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(192): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(203): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 163, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 10:44:27.945828 2023] [php:error] [pid 24] [client 172.18.0.1:51676] PHP Fatal error:  Uncaught Error: Object of class mysqli_result could not be converted to string in /var/www/html/Praktikum/Prak2/Bestellung.php:161\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(192): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(203): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 161, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 10:44:31.166523 2023] [php:error] [pid 24] [client 172.18.0.1:51676] PHP Fatal error:  Uncaught Error: Object of class mysqli_result could not be converted to string in /var/www/html/Praktikum/Prak2/Bestellung.php:161\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(192): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(203): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 161, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 10:45:38.869806 2023] [php:error] [pid 18] [client 172.18.0.1:56898] PHP Fatal error:  Uncaught Error: Object of class mysqli_result could not be converted to string in /var/www/html/Praktikum/Prak2/Bestellung.php:161\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(192): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(203): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 161, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 10:46:12.152982 2023] [php:error] [pid 19] [client 172.18.0.1:56914] PHP Fatal error:  Uncaught Error: Object of class mysqli_result could not be converted to string in /var/www/html/Praktikum/Prak2/Bestellung.php:161\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(193): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(204): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 161, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 10:48:07.006497 2023] [php:error] [pid 23] [client 172.18.0.1:36702] PHP Fatal error:  Uncaught Error: Object of class mysqli_result could not be converted to string in /var/www/html/Praktikum/Prak2/Bestellung.php:160\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(196): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(207): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 160, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 10:50:58.822646 2023] [php:error] [pid 22] [client 172.18.0.1:45662] PHP Fatal error:  Uncaught Error: Call to a member function fetch_row() on string in /var/www/html/Praktikum/Prak2/Bestellung.php:157\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(194): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(205): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 157, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 10:53:10.684404 2023] [php:error] [pid 19] [client 172.18.0.1:51390] PHP Fatal error:  Uncaught Error: Call to a member function fetch_row() on string in /var/www/html/Praktikum/Prak2/Bestellung.php:157\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(193): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(204): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 157, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:07:42.356314 2023] [php:warn] [pid 20] [client 172.18.0.1:39760] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 151, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:07:42.360370 2023] [php:warn] [pid 20] [client 172.18.0.1:39760] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 168, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:07:42.363551 2023] [php:warn] [pid 20] [client 172.18.0.1:39760] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 168, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:07:42.366506 2023] [php:warn] [pid 20] [client 172.18.0.1:39760] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 168, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:07:42.367958 2023] [php:warn] [pid 20] [client 172.18.0.1:39760] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:151) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:09:01.793255 2023] [php:warn] [pid 24] [client 172.18.0.1:41238] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 151, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:09:01.796134 2023] [php:warn] [pid 24] [client 172.18.0.1:41238] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:151) in /var/www/html/Praktikum/Prak2/Bestellung.php on line 197, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:12:14.090949 2023] [php:warn] [pid 22] [client 172.18.0.1:52330] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 151, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:12:14.093091 2023] [php:warn] [pid 22] [client 172.18.0.1:52330] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:151) in /var/www/html/Praktikum/Prak2/Bestellung.php on line 196, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:12:48.632747 2023] [php:warn] [pid 17] [client 172.18.0.1:52328] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 151, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:12:48.634711 2023] [php:warn] [pid 17] [client 172.18.0.1:52328] PHP Warning:  Undefined variable $new_ordering_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 165, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:12:48.636080 2023] [php:warn] [pid 17] [client 172.18.0.1:52328] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:151) in /var/www/html/Praktikum/Prak2/Bestellung.php on line 197, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:13:15.488312 2023] [php:warn] [pid 19] [client 172.18.0.1:35578] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 151, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:13:15.491894 2023] [php:warn] [pid 19] [client 172.18.0.1:35578] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:151) in /var/www/html/Praktikum/Prak2/Bestellung.php on line 197, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:13:52.298181 2023] [php:warn] [pid 23] [client 172.18.0.1:35594] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 151, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:13:52.300832 2023] [php:warn] [pid 23] [client 172.18.0.1:35594] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:151) in /var/www/html/Praktikum/Prak2/Bestellung.php on line 197, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:17:03.315372 2023] [php:error] [pid 17] [client 172.18.0.1:37070] PHP Fatal error:  Uncaught Error: Undefined constant "NUL" in /var/www/html/Praktikum/Prak2/Bestellung.php:151\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(196): Bestellung->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(207): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 151, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:17:35.308415 2023] [php:warn] [pid 18] [client 172.18.0.1:37058] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 155, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:17:35.311089 2023] [php:warn] [pid 18] [client 172.18.0.1:37058] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:155) in /var/www/html/Praktikum/Prak2/Bestellung.php on line 201, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:19:15.511113 2023] [php:warn] [pid 23] [client 172.18.0.1:55802] PHP Warning:  Undefined property: Bestellung::$insert_id in /var/www/html/Praktikum/Prak2/Bestellung.php on line 152, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:19:15.512942 2023] [php:warn] [pid 23] [client 172.18.0.1:55802] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Bestellung.php:152) in /var/www/html/Praktikum/Prak2/Bestellung.php on line 198, referer: http://localhost/Praktikum/Prak2/Bestellung.php
[Thu May 11 11:44:24.492865 2023] [php:error] [pid 17] [client 172.18.0.1:54266] PHP Fatal error:  Uncaught Error: Undefined constant "Bestellung" in /var/www/html/Praktikum/Prak2/Bestellung.php:84\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Bestellung.php(184): Bestellung->generateView()\n#1 /var/www/html/Praktikum/Prak2/Bestellung.php(194): Bestellung::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Bestellung.php on line 84, referer: http://localhost/Praktikum/Prak2/
[Thu May 11 12:00:44.394967 2023] [mpm_prefork:notice] [pid 1] AH00170: caught SIGWINCH, shutting down gracefully
[Sat May 13 04:00:46.060767 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Sat May 13 04:00:46.064251 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Sat May 13 04:01:51.605045 2023] [mpm_prefork:notice] [pid 1] AH00170: caught SIGWINCH, shutting down gracefully
[Sun May 14 14:30:25.685277 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Sun May 14 14:30:25.688753 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Sun May 14 14:42:46.017432 2023] [mpm_prefork:notice] [pid 1] AH00170: caught SIGWINCH, shutting down gracefully
[Tue May 16 12:08:04.586144 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Tue May 16 12:08:04.587012 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Tue May 16 13:13:56.353558 2023] [php:error] [pid 17] [client 172.18.0.1:43586] PHP Fatal error:  Uncaught Error: Call to undefined method mysqli::querry() in /var/www/html/Praktikum/Prak3/KundenStatus.php:35\nStack trace:\n#0 /var/www/html/Praktikum/Prak3/KundenStatus.php(56): Kunde->getViewData()\n#1 /var/www/html/Praktikum/Prak3/KundenStatus.php(71): Kunde->generateView()\n#2 /var/www/html/Praktikum/Prak3/KundenStatus.php(80): Kunde::main()\n#3 {main}\n  thrown in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 35, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 13:14:52.565348 2023] [php:error] [pid 19] [client 172.18.0.1:45592] PHP Fatal error:  Uncaught Error: Call to undefined method mysqli::querry() in /var/www/html/Praktikum/Prak3/KundenStatus.php:35\nStack trace:\n#0 /var/www/html/Praktikum/Prak3/KundenStatus.php(57): Kunde->getViewData()\n#1 /var/www/html/Praktikum/Prak3/KundenStatus.php(70): Kunde->generateView()\n#2 /var/www/html/Praktikum/Prak3/KundenStatus.php(79): Kunde::main()\n#3 {main}\n  thrown in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 35, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 14:55:50.933598 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Tue May 16 14:55:50.934420 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Tue May 16 16:07:55.240359 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.241237 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.241849 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.242280 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.242615 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 48, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.242923 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "status" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 49, referer: http://localhost/Praktikum/Prak3/
[Tue May 16 16:07:55.243224 2023] [php:warn] [pid 18] [client 172.18.0.1:38702] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak3/KundenStatus.php on line 46, referer: http://localhost/Praktikum/Prak3/
